Gene			mutation freqency in human	# of mutation in dog
MAST1	5	109	0.04587156	0
SALL1	3	109	0.027522936	0
SALL3	4	109	0.036697248	0
OTOF_ENST00000402415	2	109	0.018348624	0
WAS	1	109	0.009174312	0
SPACA1	1	109	0.009174312	0
CYP1A1	1	109	0.009174312	0
C5orf39	1	109	0.009174312	0
RBFOX1	2	109	0.018348624	0
C5orf30	1	109	0.009174312	0
STX11	1	109	0.009174312	0
FARSB	1	109	0.009174312	0
INSRR_ENST00000368195	2	109	0.018348624	0
ZMIZ2	3	109	0.027522936	0
ZMIZ1	4	109	0.036697248	0
C9orf79	2	109	0.018348624	0
CUTA	1	109	0.009174312	0
BPGM	1	109	0.009174312	0
MOSPD1	1	109	0.009174312	0
ATP11B	3	109	0.027522936	0
HAGHL_ENST00000389703	2	109	0.018348624	0
PAN3	2	109	0.018348624	0
PAN2	4	109	0.036697248	0
TLN2	4	109	0.036697248	0
TLN1	3	109	0.027522936	0
DPP8	3	109	0.027522936	0
DPP3	1	109	0.009174312	0
SUOX	1	109	0.009174312	0
CEP68	1	109	0.009174312	0
CEP63	1	109	0.009174312	0
OR5B12	1	109	0.009174312	0
GLTSCR2	1	109	0.009174312	0
CYP2A6	1	109	0.009174312	0
SH2B1_ENST00000359285	1	109	0.009174312	0
ASB10_ENST00000422024	1	109	0.009174312	0
PCP2	1	109	0.009174312	0
HBP1	1	109	0.009174312	0
SECISBP2	2	109	0.018348624	0
A4GALT	1	109	0.009174312	0
SGK1_ENST00000413996	3	109	0.027522936	0
MBD1_ENST00000269471	1	109	0.009174312	0
CTRL	1	109	0.009174312	0
CTRC	1	109	0.009174312	0
SNPH_ENST00000381867	1	109	0.009174312	0
ZFYVE1	1	109	0.009174312	0
ZNF662_ENST00000328199	2	109	0.018348624	0
RXFP4	1	109	0.009174312	0
ZNF782	2	109	0.018348624	0
ZNF781	1	109	0.009174312	0
RP11-247L20.2	1	109	0.009174312	0
ZNF785	1	109	0.009174312	0
GOT2	1	109	0.009174312	0
RNASEL	1	109	0.009174312	0
MPEG1	1	109	0.009174312	0
RNASE7	1	109	0.009174312	0
ACCN1	1	109	0.009174312	0
RALGAPA1_ENST00000307138	3	109	0.027522936	0
SP140_ENST00000392045	2	109	0.018348624	0
OR2T4	2	109	0.018348624	0
BRAT1	3	109	0.027522936	0
PMEL	2	109	0.018348624	0
C18orf19	1	109	0.009174312	0
CD5	1	109	0.009174312	0
CCDC83	1	109	0.009174312	0
FBXL3	1	109	0.009174312	0
CCDC87	2	109	0.018348624	0
CCDC86	1	109	0.009174312	0
CCDC84	2	109	0.018348624	0
SOD2	1	109	0.009174312	0
CTR9	1	109	0.009174312	0
C12orf11	1	109	0.009174312	0
ZNF569	1	109	0.009174312	0
ZNF567	1	109	0.009174312	0
ZNF559	1	109	0.009174312	0
ZNF561	2	109	0.018348624	0
SPTB_ENST00000542895	1	109	0.009174312	0
DCLK3	1	109	0.009174312	0
NOX5	2	109	0.018348624	0
FAM161B	1	109	0.009174312	0
SUN1_ENST00000401592	1	109	0.009174312	0
UBE3B	1	109	0.009174312	0
JMJD6_ENST00000445478	1	109	0.009174312	0
ITIH5_ENST00000397145	3	109	0.027522936	0
C16orf91	1	109	0.009174312	0
SLC26A1	1	109	0.009174312	0
SLC26A2	1	109	0.009174312	0
SLC26A3	2	109	0.018348624	0
SLC26A4	1	109	0.009174312	0
MIA2	1	109	0.009174312	0
SLC26A8	2	109	0.018348624	0
FGF6	1	109	0.009174312	0
hCG_17324	1	109	0.009174312	0
MRPL49	2	109	0.018348624	0
OLFML2B	1	109	0.009174312	0
BCAM	1	109	0.009174312	0
GCH1	2	109	0.018348624	0
ELOVL6	1	109	0.009174312	0
MITF_ENST00000328528	4	109	0.036697248	0
HTT	1	109	0.009174312	0
ELOVL2	2	109	0.018348624	0
ELOVL3	1	109	0.009174312	0
SNF8	1	109	0.009174312	0
KIAA0182	1	109	0.009174312	0
IGSF22_ENST00000513874	1	109	0.009174312	0
AKD1_ENST00000424296	1	109	0.009174312	0
NAA20	1	109	0.009174312	0
NAA25	2	109	0.018348624	0
SGCE	1	109	0.009174312	0
DUSP6	2	109	0.018348624	0
DUSP1	1	109	0.009174312	0
NKD1	2	109	0.018348624	0
LRRC8D	2	109	0.018348624	0
GBGT1	1	109	0.009174312	0
RBL1	2	109	0.018348624	0
LRRC8C	1	109	0.009174312	0
QDPR	1	109	0.009174312	0
DNAJC13_ENST00000260818	3	109	0.027522936	0
RRAS	1	109	0.009174312	0
MTF2	1	109	0.009174312	0
TMEFF2_ENST00000409056	1	109	0.009174312	0
TBC1D13	1	109	0.009174312	0
XYLB	1	109	0.009174312	0
TBC1D16	1	109	0.009174312	0
TBC1D17	1	109	0.009174312	0
FBL	1	109	0.009174312	0
MAGEB18	1	109	0.009174312	0
AUTS2	1	109	0.009174312	0
ARFGAP1	1	109	0.009174312	0
FAM83H	1	109	0.009174312	0
IKBKAP	1	109	0.009174312	0
GPR56	2	109	0.018348624	0
FAM83C	1	109	0.009174312	0
FAM83G	1	109	0.009174312	0
FAM83F	1	109	0.009174312	0
DGKZ	2	109	0.018348624	0
IDH3B	1	109	0.009174312	0
PNKP_ENST00000322344	2	109	0.018348624	0
DGKH	2	109	0.018348624	0
DGKI	1	109	0.009174312	0
DGKA	1	109	0.009174312	0
DGKE	1	109	0.009174312	0
RNF213_ENST00000456466	1	109	0.009174312	0
TRRAP_ENST00000359863	6	109	0.055045872	0
TAGLN3_ENST00000540095	1	109	0.009174312	0
GAS6_ENST00000327773	1	109	0.009174312	0
USP54_ENST00000408019	3	109	0.027522936	0
GOLGA2B	1	109	0.009174312	0
RTEL1	1	109	0.009174312	0
NPM1	1	109	0.009174312	0
RHCG	2	109	0.018348624	0
PDE2A	1	109	0.009174312	0
C1orf94	1	109	0.009174312	0
DGCR14	2	109	0.018348624	0
DUSP4_ENST00000240101	2	109	0.018348624	0
RIC3	1	109	0.009174312	0
NGDN_ENST00000408901	1	109	0.009174312	0
KRT222	1	109	0.009174312	0
CSRNP3	2	109	0.018348624	0
METTL16_ENST00000263092	1	109	0.009174312	0
SEMA4F	1	109	0.009174312	0
OTUD7A	1	109	0.009174312	0
OTUD7B	1	109	0.009174312	0
NIT1_ENST00000368007	1	109	0.009174312	0
USP9X_ENST00000324545	3	109	0.027522936	0
CTAGE5	2	109	0.018348624	0
GLP1R	2	109	0.018348624	0
SP110	1	109	0.009174312	0
C17orf85_ENST00000389005	1	109	0.009174312	0
RUNX1T1_ENST00000436581	1	109	0.009174312	0
CDC42BPB	5	109	0.04587156	0
GIF	1	109	0.009174312	0
TRIM2_ENST00000338700	1	109	0.009174312	0
BMX	1	109	0.009174312	0
STRBP	1	109	0.009174312	0
CXorf65	1	109	0.009174312	0
SCGN	2	109	0.018348624	0
DNM2_ENST00000389253	1	109	0.009174312	0
COLEC11	2	109	0.018348624	0
MAP3K6_ENST00000374040	2	109	0.018348624	0
ZNF197	2	109	0.018348624	0
ACTA1	1	109	0.009174312	0
QSOX2	1	109	0.009174312	0
APOBEC3G_ENST00000407997	1	109	0.009174312	0
DHRS12	1	109	0.009174312	0
TSTD2	1	109	0.009174312	0
PYHIN1_ENST00000392254	1	109	0.009174312	0
TP53_ENST00000545858	20	115	0.173913043	0
PUS7L	1	109	0.009174312	0
ZNF224	1	109	0.009174312	0
KIF6	1	109	0.009174312	0
ZNF229	2	109	0.018348624	0
KCNQ4	1	109	0.009174312	0
KCNQ5	3	109	0.027522936	0
HOXC10	1	109	0.009174312	0
VEGFA	2	109	0.018348624	0
AGPAT4_ENST00000366908	1	109	0.009174312	0
BNIP3	1	109	0.009174312	0
CHST15_ENST00000421115	1	109	0.009174312	0
SHB	2	109	0.018348624	0
SEC22C_ENST00000264454	1	109	0.009174312	0
PTGER4	2	109	0.018348624	0
FLOT2	2	109	0.018348624	0
NRP1_ENST00000374816	1	109	0.009174312	0
SLC4A8_ENST00000358657	3	109	0.027522936	0
NAB2	1	109	0.009174312	0
OTUD3	1	109	0.009174312	0
PPP2R4	1	109	0.009174312	0
COL2A1	3	109	0.027522936	0
HTRA2	1	109	0.009174312	0
CCDC9	1	109	0.009174312	0
UNC5CL	1	109	0.009174312	0
TRAK1_ENST00000396175	4	109	0.036697248	0
MSR1_ENST00000381998	2	109	0.018348624	0
PGA5_ENST00000312403	1	109	0.009174312	0
CCDC121_ENST00000394775	1	109	0.009174312	0
ENPP3_ENST00000427148	1	109	0.009174312	0
C17orf85	1	109	0.009174312	0
SPIC	1	109	0.009174312	0
ARID5B	2	109	0.018348624	0
ARID5A	1	109	0.009174312	0
LAPTM4A	2	109	0.018348624	0
ZMYM3	3	109	0.027522936	0
ANKH	1	109	0.009174312	0
EGFR	2	280	0.007142857	0
DHFRL1	1	109	0.009174312	0
WDR85	3	109	0.027522936	0
ALOX5AP	1	109	0.009174312	0
WDR81	1	109	0.009174312	0
SCAP	3	109	0.027522936	0
SLC38A1	3	109	0.027522936	0
ACER2	1	109	0.009174312	0
CCDC48_ENST00000480450	1	109	0.009174312	0
DEPDC5_ENST00000535622	3	109	0.027522936	0
ESYT1	3	109	0.027522936	0
ESYT3	1	109	0.009174312	0
JAG2	1	109	0.009174312	0
JAG1	1	109	0.009174312	0
APPBP2	1	109	0.009174312	0
PTPN23	3	109	0.027522936	0
QRICH2	3	109	0.027522936	0
DDI1_ENST00000302259	1	109	0.009174312	0
C14orf118_ENST00000312858	2	109	0.018348624	0
ERCC2_ENST00000391945	10	109	0.091743119	0
KRT7_ENST00000543899	2	109	0.018348624	0
BNC1	1	109	0.009174312	0
EXOC7	2	109	0.018348624	0
EXOC4	1	109	0.009174312	0
BNC2	1	109	0.009174312	0
EXOC8	1	109	0.009174312	0
C1orf129_ENST00000367759	1	109	0.009174312	0
NET1_ENST00000355029	2	109	0.018348624	0
BBS9_ENST00000242067	1	109	0.009174312	0
ANK2	5	109	0.04587156	0
CHRNG	1	109	0.009174312	0
CHRNE	1	109	0.009174312	0
C9orf96	1	109	0.009174312	0
C9orf93	1	109	0.009174312	0
CLK3_ENST00000454830	1	109	0.009174312	0
BZW2	1	109	0.009174312	0
C5AR1	1	109	0.009174312	0
ANKRD11	4	109	0.036697248	0
USP22	1	109	0.009174312	0
DMD_ENST00000357033	5	109	0.04587156	0
ADAMTS5	3	109	0.027522936	0
CSNK2A2_ENST00000262506	2	109	0.018348624	0
ADAMTS7	1	109	0.009174312	0
ADAMTS6	2	109	0.018348624	0
ADAMTS1	2	109	0.018348624	0
TMEM135	1	109	0.009174312	0
ARHGEF2	2	109	0.018348624	0
ARHGEF1	2	109	0.018348624	0
CDH8	1	109	0.009174312	0
RAD51C_ENST00000337432	1	109	0.009174312	0
CDH5	1	109	0.009174312	0
CDH4	1	109	0.009174312	0
CDH7	1	109	0.009174312	0
CDH6	1	109	0.009174312	0
MAX_ENST00000284165	1	109	0.009174312	0
DPP10	2	109	0.018348624	0
NEIL3_ENST00000264596	2	109	0.018348624	0
CENPF	3	109	0.027522936	0
FLJ42957	1	109	0.009174312	0
HAGHL	2	109	0.018348624	0
LDB1	1	109	0.009174312	0
PALM	2	109	0.018348624	0
SSH3	2	109	0.018348624	0
CENPW	2	109	0.018348624	0
CENPT	2	109	0.018348624	0
HNRPF	1	109	0.009174312	0
PDXDC1	1	109	0.009174312	0
HNRPL	1	109	0.009174312	0
LRRCC1_ENST00000414626	2	109	0.018348624	0
DIS3L2_ENST00000273009	1	109	0.009174312	0
HNRPU	2	109	0.018348624	0
PLEKHA6	1	109	0.009174312	0
PLEKHA7	3	109	0.027522936	0
PTCH1_ENST00000375274	3	109	0.027522936	0
PLEKHA8	1	109	0.009174312	0
SMTN_ENST00000358743	1	109	0.009174312	0
GRLF1_ENST00000317082	1	109	0.009174312	0
C1orf55_ENST00000272091	1	109	0.009174312	0
TRIB3	1	109	0.009174312	0
DHX30	2	109	0.018348624	0
DHX32	1	109	0.009174312	0
DHX34	1	109	0.009174312	0
DHX37	1	109	0.009174312	0
LCE1F	1	109	0.009174312	0
LCE1C	1	109	0.009174312	0
EDN3_ENST00000337938	1	109	0.009174312	0
B3GNTL1	1	109	0.009174312	0
NACA_ENST00000454682	1	109	0.009174312	0
COL18A1	1	109	0.009174312	0
VN1R4	1	109	0.009174312	0
VNN3	3	109	0.027522936	0
VNN1	1	109	0.009174312	0
PMCH	1	109	0.009174312	0
ZSCAN10	1	109	0.009174312	0
SPAG6_ENST00000376603	1	109	0.009174312	0
SLC4A8_ENST00000394856	1	109	0.009174312	0
SUPT6H	2	109	0.018348624	0
CILP2	1	109	0.009174312	0
ZNF500	1	109	0.009174312	0
EPHA3_ENST00000452448	1	109	0.009174312	0
ACYP2_ENST00000406041	1	109	0.009174312	0
TREM1	1	109	0.009174312	0
LRRK2_ENST00000298910	4	109	0.036697248	0
SZT2_ENST00000562955	2	109	0.018348624	0
MYH2	1	109	0.009174312	0
MYH1	3	109	0.027522936	0
MYH6	1	109	0.009174312	0
MYH7	2	109	0.018348624	0
RACGAP1	1	109	0.009174312	0
UGT2A1	1	109	0.009174312	0
VGLL3	1	109	0.009174312	0
CELF5	1	109	0.009174312	0
KRTAP5-5	1	109	0.009174312	0
FGD3	1	109	0.009174312	0
FGD2	1	109	0.009174312	0
CEP250	1	109	0.009174312	0
TRIM17_ENST00000456946	1	109	0.009174312	0
SATB2	2	109	0.018348624	0
BCL9L_ENST00000392849	1	109	0.009174312	0
CNNM3	1	109	0.009174312	0
CNNM2	1	109	0.009174312	0
CNNM4	2	109	0.018348624	0
RIPK4_ENST00000352483	1	109	0.009174312	0
EHMT1_ENST00000460843	1	109	0.009174312	0
CD209_ENST00000315599	2	109	0.018348624	0
ZBTB8OS	1	109	0.009174312	0
PHF15	1	109	0.009174312	0
PHF16	1	109	0.009174312	0
PHF17	1	109	0.009174312	0
PHF12	1	109	0.009174312	0
PHF13	1	109	0.009174312	0
PRSS1	1	109	0.009174312	0
SLC5A2	1	109	0.009174312	0
SLC5A5	3	109	0.027522936	0
SLC5A8	4	109	0.036697248	0
SLC5A9	1	109	0.009174312	0
MEGF6	1	109	0.009174312	0
UBN1	1	109	0.009174312	0
PNLIPRP1	1	109	0.009174312	0
ALX3	2	109	0.018348624	0
ALX4	1	109	0.009174312	0
CTAG2_ENST00000247306	1	109	0.009174312	0
ZBTB3	1	109	0.009174312	0
TLK1_ENST00000431350	1	109	0.009174312	0
ZBTB1	1	109	0.009174312	0
MAT2B	1	109	0.009174312	0
NR4A2	2	109	0.018348624	0
CARD11	1	109	0.009174312	0
NR4A1	1	109	0.009174312	0
CARD14	1	109	0.009174312	0
CASC3	2	109	0.018348624	0
QSOX1	1	109	0.009174312	0
CASC4	1	109	0.009174312	0
NPR2_ENST00000342694	2	109	0.018348624	0
ADCY2_ENST00000537121	2	109	0.018348624	0
ABCC6	3	109	0.027522936	0
PLEKHA5_ENST00000429027	2	109	0.018348624	0
C1orf94_ENST00000488417	1	109	0.009174312	0
RNF32_ENST00000343665	2	109	0.018348624	0
C20orf107	1	109	0.009174312	0
C20orf103	1	109	0.009174312	0
CUL4A	1	109	0.009174312	0
CUL4B	1	109	0.009174312	0
TRIM9_ENST00000360392	3	109	0.027522936	0
ADD2_ENST00000264436	4	109	0.036697248	0
SLC6A7	1	109	0.009174312	0
SLC6A4	1	109	0.009174312	0
NDUFB6	1	109	0.009174312	0
SLC6A8	1	109	0.009174312	0
TMOD1	1	109	0.009174312	0
GPR32	1	109	0.009174312	0
KIAA1913	1	109	0.009174312	0
COL6A2_ENST00000310645	1	109	0.009174312	0
NAALADL1	1	109	0.009174312	0
TMOD3	1	109	0.009174312	0
FMNL1	2	109	0.018348624	0
WDR12	1	109	0.009174312	0
FKBP1B_ENST00000380991	1	109	0.009174312	0
CARD8_ENST00000391898	1	109	0.009174312	0
MAPRE1	1	109	0.009174312	0
ANKRD44	2	109	0.018348624	0
AQP5	1	109	0.009174312	0
AQP3	1	109	0.009174312	0
STX8	1	109	0.009174312	0
SP1_ENST00000327443	3	109	0.027522936	0
AQP9	1	109	0.009174312	0
PLA2G3_ENST00000215885	2	109	0.018348624	0
FNDC7_ENST00000271311	1	109	0.009174312	0
COL6A3_ENST00000392004	1	109	0.009174312	0
POM121L12	2	109	0.018348624	0
RNF212	1	109	0.009174312	0
SCEL	1	109	0.009174312	0
CTNNA2_ENST00000466387	2	109	0.018348624	0
MED25	1	109	0.009174312	0
MED24	1	109	0.009174312	0
PLEKHA5_ENST00000309364	1	109	0.009174312	0
CC2D1A	1	109	0.009174312	0
CC2D1B	1	109	0.009174312	0
SMO	1	109	0.009174312	0
C10orf137	3	109	0.027522936	0
UTS2R	2	109	0.018348624	0
RYR1	7	109	0.064220183	0
GK2	1	109	0.009174312	0
GSN	1	109	0.009174312	0
EPHB3	3	109	0.027522936	0
PARP8	1	109	0.009174312	0
EPHB4	1	109	0.009174312	0
IL28RA	1	109	0.009174312	0
HOXB7	1	109	0.009174312	0
TP53INP1	1	109	0.009174312	0
ACOT11_ENST00000371316	1	109	0.009174312	0
FAM171A1_ENST00000378116	3	109	0.027522936	0
MELK	1	109	0.009174312	0
RIMS4	1	109	0.009174312	0
NVL	1	109	0.009174312	0
FGF23	1	109	0.009174312	0
XIRP2_ENST00000409728	2	109	0.018348624	0
DSN1	1	109	0.009174312	0
ZNF32	1	109	0.009174312	0
SH3GL2	3	109	0.027522936	0
SLC10A6	1	109	0.009174312	0
THOP1	1	109	0.009174312	0
SLC10A4	1	109	0.009174312	0
STAB2	4	109	0.036697248	0
C21orf59	1	109	0.009174312	0
FHL3	1	109	0.009174312	0
FHL1	1	109	0.009174312	0
FHL5	1	109	0.009174312	0
OR1K1	1	109	0.009174312	0
UGGT1	1	109	0.009174312	0
KIAA1751	2	109	0.018348624	0
KIAA1755	2	109	0.018348624	0
RBPMS_ENST00000339877	1	109	0.009174312	0
PAWR	1	109	0.009174312	0
GATAD2B	1	109	0.009174312	0
TRMT2A	1	109	0.009174312	0
ECE2	1	109	0.009174312	0
ZNF142_ENST00000411696	1	109	0.009174312	0
HMGXB4	1	109	0.009174312	0
DIP2B	1	109	0.009174312	0
DIP2C	3	109	0.027522936	0
GUCY2D_ENST00000254854	1	109	0.009174312	0
DCLRE1B	1	109	0.009174312	0
STAM2	2	109	0.018348624	0
ZCCHC9	1	109	0.009174312	0
KCNS3	2	109	0.018348624	0
WDFY3	1	109	0.009174312	0
ZCCHC7	1	109	0.009174312	0
ZCCHC5	1	109	0.009174312	0
ZCCHC4	2	109	0.018348624	0
ANKRD44_ENST00000424317	2	109	0.018348624	0
SPOP	1	109	0.009174312	0
CDHR1_ENST00000332904	2	109	0.018348624	0
CDC42BPG_ENST00000342711	2	109	0.018348624	0
IPPK	2	109	0.018348624	0
ZNF804B	4	109	0.036697248	0
UPP2	1	109	0.009174312	0
C6orf130	2	109	0.018348624	0
PLD2_ENST00000263088	1	109	0.009174312	0
NCK2_ENST00000233154	1	109	0.009174312	0
MUDENG	1	109	0.009174312	0
VNN3_ENST00000425515	2	109	0.018348624	0
LYPLA2	1	109	0.009174312	0
MC2R	1	109	0.009174312	0
GLRX2	1	109	0.009174312	0
ARGFX	1	109	0.009174312	0
SPG7	1	109	0.009174312	0
C19orf40	1	109	0.009174312	0
C19orf42	1	109	0.009174312	0
SDCCAG8	1	109	0.009174312	0
GRK5	2	109	0.018348624	0
CAPN5	1	109	0.009174312	0
CAPN3	1	109	0.009174312	0
CSNK2A1	1	109	0.009174312	0
NECAB3	1	109	0.009174312	0
12-Sep	1	109	0.009174312	0
SPAG8	1	109	0.009174312	0
SPAG6	1	109	0.009174312	0
DDHD1_ENST00000323669	1	109	0.009174312	0
SPAG1	2	109	0.018348624	0
KLHL6	2	109	0.018348624	0
KLHL7	1	109	0.009174312	0
KLHL5	1	109	0.009174312	0
SLC8A3_ENST00000357887	1	109	0.009174312	0
KLHL9	1	109	0.009174312	0
FUT11	1	109	0.009174312	0
PRKCZ_ENST00000378567	1	109	0.009174312	0
ECE2_ENST00000402825	1	109	0.009174312	0
ARHGEF38_ENST00000420470	1	109	0.009174312	0
MAGEE1_ENST00000361470	1	109	0.009174312	0
CLEC12B	1	109	0.009174312	0
MAMDC4	1	109	0.009174312	0
MAMDC2	2	109	0.018348624	0
ST14	1	109	0.009174312	0
MOBKL2C	1	109	0.009174312	0
FAM115C_ENST00000409703	1	109	0.009174312	0
HARS_ENST00000512655	1	109	0.009174312	0
TCTN2	1	109	0.009174312	0
OR5H2	2	109	0.018348624	0
MAMDC4_ENST00000445819	1	109	0.009174312	0
SOHLH2	2	109	0.018348624	0
GRAMD3	1	109	0.009174312	0
CDC42EP2	1	109	0.009174312	0
GABPB1_ENST00000429662	2	109	0.018348624	0
NRXN1_ENST00000404971	1	109	0.009174312	0
SNX27_ENST00000368843	2	109	0.018348624	0
SERPINB10	1	109	0.009174312	0
MN1	2	109	0.018348624	0
RORC_ENST00000392697	2	109	0.018348624	0
PLEC	1	109	0.009174312	0
NELL1	4	109	0.036697248	0
C10orf137_ENST00000356792	3	109	0.027522936	0
ACER2_ENST00000380376	1	109	0.009174312	0
SPOCK2	1	109	0.009174312	0
SPOCK3	2	109	0.018348624	0
ATXN7_ENST00000398590	2	109	0.018348624	0
CLDN15	3	109	0.027522936	0
OPN1LW_ENST00000369951	1	109	0.009174312	0
SGK3_ENST00000262211	1	109	0.009174312	0
GAD1	1	109	0.009174312	0
ZNF747	1	109	0.009174312	0
ZNF746	2	109	0.018348624	0
LCE3A	1	109	0.009174312	0
LCE3C	1	109	0.009174312	0
ODF3L1	2	109	0.018348624	0
SEMA5B_ENST00000451055	4	109	0.036697248	0
UNC80_ENST00000439458	1	109	0.009174312	0
ELL3	2	109	0.018348624	0
PARD3B_ENST00000351153	2	109	0.018348624	0
SYNE3	1	109	0.009174312	0
RNF128_ENST00000324342	2	109	0.018348624	0
YTHDC2	1	109	0.009174312	0
DDB1	2	109	0.018348624	0
ZNF524	1	109	0.009174312	0
ATP13A4_ENST00000295548	2	109	0.018348624	0
ZNF528	1	109	0.009174312	0
RNF144B	1	109	0.009174312	0
STEAP1	1	109	0.009174312	0
OR56A3	2	109	0.018348624	0
STEAP3	1	109	0.009174312	0
SLC4A4_ENST00000425175	4	109	0.036697248	0
GRHL2	1	109	0.009174312	0
UBQLN3	1	109	0.009174312	0
KIF20B_ENST00000416354	2	109	0.018348624	0
ZNF236_ENST00000543926	3	109	0.027522936	0
GCLC	1	109	0.009174312	0
DAPK2	1	109	0.009174312	0
DAPK1	3	109	0.027522936	0
FGGY_ENST00000303721	1	109	0.009174312	0
PABPN1	1	109	0.009174312	0
DPY19L3	1	109	0.009174312	0
PIM1	1	109	0.009174312	0
ATG4C_ENST00000317868	2	109	0.018348624	0
IL18R1	1	109	0.009174312	0
TRIM56_ENST00000306085	1	109	0.009174312	0
MAN1C1	1	109	0.009174312	0
TNC	2	109	0.018348624	0
PRKCB_ENST00000321728	2	109	0.018348624	0
TNN	2	109	0.018348624	0
TRAP1	1	109	0.009174312	0
RIMS2_ENST00000402998	2	109	0.018348624	0
STK10	1	109	0.009174312	0
STK11	1	201	0.004975124	0
FKBP5	1	109	0.009174312	0
NMNAT2_ENST00000294868	3	109	0.027522936	0
SEC23IP	1	109	0.009174312	0
FKBP9	1	109	0.009174312	0
SNCAIP_ENST00000379533	1	109	0.009174312	0
C14orf159	2	109	0.018348624	0
SV2A	1	109	0.009174312	0
SV2C	1	109	0.009174312	0
IFNA10	1	109	0.009174312	0
IFNA16	1	109	0.009174312	0
IFNA14	1	109	0.009174312	0
TP63_ENST00000418709	3	109	0.027522936	0
MAN2C1	1	109	0.009174312	0
SLC16A5_ENST00000450736	1	109	0.009174312	0
LRRC16B	4	109	0.036697248	0
GRB10	1	109	0.009174312	0
CSRP1	1	109	0.009174312	0
CSRP2	1	109	0.009174312	0
EGFLAM	3	109	0.027522936	0
ATP6V1A	1	109	0.009174312	0
HSD17B14	2	109	0.018348624	0
SMTNL2_ENST00000389313	2	109	0.018348624	0
SLC26A6	1	109	0.009174312	0
DOT1L_ENST00000398665	2	109	0.018348624	0
ARNTL	2	109	0.018348624	0
PANK3	2	109	0.018348624	0
PANK4	2	109	0.018348624	0
KCNMA1	4	109	0.036697248	0
PDE4A_ENST00000293683	1	109	0.009174312	0
BACH2_ENST00000257749	2	109	0.018348624	0
ARNT2	1	109	0.009174312	0
ZNRF4	1	109	0.009174312	0
SLC22A4	1	109	0.009174312	0
PDE6A	1	109	0.009174312	0
PRDM1	2	109	0.018348624	0
PRDM2	2	109	0.018348624	0
FLNA	1	109	0.009174312	0
FLNB	5	109	0.04587156	0
FLNC	3	109	0.027522936	0
EFCAB3	1	109	0.009174312	0
EFCAB2	1	109	0.009174312	0
RCAN3	1	109	0.009174312	0
PRKCSH	1	109	0.009174312	0
STT3B	1	109	0.009174312	0
PCDH15_ENST00000417177	2	109	0.018348624	0
HIC2	1	109	0.009174312	0
RBM12	2	109	0.018348624	0
RAD51AP2	2	109	0.018348624	0
RBM10	3	109	0.027522936	0
IQSEC2_ENST00000396435	1	109	0.009174312	0
RBM14	2	109	0.018348624	0
PARVB	1	109	0.009174312	0
NSD1_ENST00000439151	4	109	0.036697248	0
C10orf125_ENST00000368552	1	109	0.009174312	0
C9orf3_ENST00000375315	1	109	0.009174312	0
RXRA	6	109	0.055045872	0
OPRM1	1	109	0.009174312	0
ST7_ENST00000393451	1	109	0.009174312	0
MVK	1	109	0.009174312	0
YAP1	1	109	0.009174312	0
PLCG2	1	109	0.009174312	0
SUCLA2	1	109	0.009174312	0
RELL2	1	109	0.009174312	0
ABCA6	2	109	0.018348624	0
ABCA7	3	109	0.027522936	0
ABCA2	3	109	0.027522936	0
ABCA3	2	109	0.018348624	0
ITGA2_ENST00000296585	1	109	0.009174312	0
ABCA1	1	109	0.009174312	0
TUBGCP2	2	109	0.018348624	0
TRAPPC3_ENST00000373159	1	109	0.009174312	0
TUBGCP4	1	109	0.009174312	0
HARBI1	1	109	0.009174312	0
BIRC5_ENST00000301633	1	109	0.009174312	0
PSMD7	2	109	0.018348624	0
PSMD6	2	109	0.018348624	0
PSMD3	1	109	0.009174312	0
PRMT8_ENST00000452611	1	109	0.009174312	0
WDR33	1	109	0.009174312	0
SPAG9_ENST00000262013	1	109	0.009174312	0
SPON2	1	109	0.009174312	0
KIAA1737	1	109	0.009174312	0
ST6GALNAC5	1	109	0.009174312	0
COPS7B	1	109	0.009174312	0
ST6GALNAC2	2	109	0.018348624	0
ST6GALNAC1	1	109	0.009174312	0
NAF1	1	109	0.009174312	0
NMUR2	1	109	0.009174312	0
PCDH19_NM_020766_1	1	109	0.009174312	0
NCK2	1	109	0.009174312	0
DKK4	1	109	0.009174312	0
DKK2	1	109	0.009174312	0
DKK3	1	109	0.009174312	0
PPFIBP1_ENST00000318304	3	109	0.027522936	0
LILRA4	1	109	0.009174312	0
AVPR1B	1	109	0.009174312	0
AVPR1A	1	109	0.009174312	0
HPS5	1	109	0.009174312	0
HPS6	1	109	0.009174312	0
HPS1	1	109	0.009174312	0
DFFA_ENST00000377038	1	109	0.009174312	0
C20orf96	1	109	0.009174312	0
NFE2L3	5	109	0.04587156	0
RAD23A	1	109	0.009174312	0
TMEM55B	1	109	0.009174312	0
ZNF467	1	109	0.009174312	0
C17orf47	1	109	0.009174312	0
ASNSD1	1	109	0.009174312	0
DNAH12L	1	109	0.009174312	0
C17orf49	1	109	0.009174312	0
KIRREL2	2	109	0.018348624	0
CACHD1	1	109	0.009174312	0
SCUBE2_ENST00000457346	2	109	0.018348624	0
ARID1A	35	223	0.156950673	0
PDE1A_ENST00000410103	1	109	0.009174312	0
DHRS4L2	1	109	0.009174312	0
YIPF3	1	109	0.009174312	0
YIPF2	1	109	0.009174312	0
